,tweet_id,retweet_count,favorite_count
230,840698636975636481,2,172
231,847251039262605312,4224,20155
232,838916489579200512,35,0
233,850145622816686080,3688,15979
234,839990271299457024,2249,13307
235,837482249356513284,439,3834
236,852936405516943360,1924,0
237,845397057150107648,1764,7509
238,849776966551130114,7375,29767
239,848213670039564288,710,8022
240,852912242202992640,1745,8774
241,852311364735569921,9606,32301
242,838083903487373313,3098,17495
243,849412302885593088,3072,15542
244,845306882940190720,5290,23005
245,844973813909606400,3124,14867
246,846042936437604353,2803,15727
247,839239871831150596,6450,26902
248,841680585030541313,7700,25479
249,838085839343206401,1,138
250,838831947270979586,10890,0
251,851591660324737024,3363,15875
252,851861385021730816,19,0
253,845098359547420673,7501,0
254,838150277551247360,328,1662
255,839290600511926273,141,0
256,845677943972139009,4704,24823
257,846153765933735936,8848,31091
258,849336543269576704,1849,11193
259,849668094696017920,4817,0
260,844580511645339650,3062,16255
261,846139713627017216,9824,30583
262,853639147608842240,9663,33637
263,850380195714523136,2529,12811
264,852189679701164033,1540,11172
265,848324959059550208,4499,24222
266,839549326359670784,7661,27247
267,841077006473256960,5239,22642
268,848690551926992896,4217,24689
269,854010172552949760,3025,15727
270,840761248237133825,1744,0
271,838476387338051585,4720,22342
272,843981021012017153,2899,14989
273,838921590096166913,2040,11065
274,850333567704068097,319,3379
275,850019790995546112,4735,19953
276,846505985330044928,3007,13874
277,846514051647705089,11286,43885
278,847606175596138505,3352,18456
279,847116187444137987,3113,21111
280,851464819735769094,6841,23682
281,847962785489326080,4948,23094
282,840268004936019968,5649,19102
283,841439858740625411,3632,12517
284,841314665196081154,4584,15686
285,851224888060895234,5566,20210
286,831315979191906304,1125,6538
287,831650051525054464,1924,7126
288,830173239259324417,5674,0
289,832088576586297345,2,62
290,832397543355072512,2216,11946
291,826204788643753985,926,4893
292,826240494070030336,2617,13325
293,835309094223372289,20778,0
294,827199976799354881,2220,10591
295,826598365270007810,2340,10076
296,836260088725786625,4268,21216
297,829011960981237760,16295,53161
298,829878982036299777,5005,0
299,827600520311402496,945,7455
300,829449946868879360,2017,10470
301,825535076884762624,17606,57034
302,828381636999917570,2214,12582
303,832769181346996225,39,0
304,829861396166877184,1939,12235
305,833732339549220864,221,0
306,828650029636317184,1346,9502
307,828361771580813312,172,2196
308,826598799820865537,252,5131
309,835685285446955009,8072,0
310,826848821049180160,10180,36431
311,832215909146226688,6190,0
312,830956169170665475,1495,7961
313,829141528400556032,7336,24391
314,832273440279240704,2333,11339
315,835297930240217089,2989,16413
316,828376505180889089,1071,7382
317,828046555563323392,2877,11752
318,828770345708580865,5859,25582
319,836397794269200385,27295,0
320,831309418084069378,2463,11759
321,834086379323871233,2195,13034
322,834209720923721728,4725,20511
323,831322785565769729,1548,9277
324,827933404142436356,5247,20115
325,828409743546925057,1164,6347
326,832369877331693569,3173,17171
327,828372645993398273,2937,12579
328,832636094638288896,2771,15818
329,834458053273591808,1672,9591
330,836677758902222849,2208,12550
331,832032802820481025,4643,17847
332,831939777352105988,6119,23962
333,835574547218894849,3593,17725
334,832682457690300417,2899,11857
335,826476773533745153,4198,18441
336,832215726631055365,9293,0
337,832998151111966721,2194,13230
338,833124694597443584,4817,20153
339,831262627380748289,2041,11903
340,833863086058651648,2398,13398
341,825147591692263424,4554,18340
342,836001077879255040,4224,19004
343,834167344700198914,3644,15776
344,826115272272650244,3121,15681
345,824796380199809024,5508,0
346,834089966724603904,2121,10014
347,829501995190984704,10577,31733
348,831911600680497154,6486,27583
349,834477809192075265,10577,0
350,835246439529840640,73,2091
351,828801551087042563,3420,0
352,836753516572119041,4604,19232
353,834931633769889797,1627,10760
354,825876512159186944,1873,10512
355,833479644947025920,2040,14809
356,825026590719483904,1257,6322
357,836380477523124226,2968,14698
358,832757312314028032,3608,16838
359,835536468978302976,1687,0
360,832645525019123713,530,2916
361,834786237630337024,5460,21293
362,826615380357632002,3993,0
363,831670449226514432,1811,10424
364,828708714936930305,11173,36517
365,834574053763584002,2523,13613
366,835172783151792128,5733,26051
367,835264098648616962,1687,7711
368,836648853927522308,554,0
369,825829644528148480,2495,12771
370,828408677031882754,1291,7681
371,830097400375152640,2932,9783
372,833826103416520705,3754,18019
373,832040443403784192,9599,0
374,827324948884643840,3051,15875
375,828011680017821696,2151,10364
376,830583320585068544,16732,66773
377,831926988323639298,34,335
378,827653905312006145,3024,15540
379,831552930092285952,2310,8958
380,826958653328592898,5005,21610
381,835152434251116546,2993,22307
382,833722901757046785,3204,20758
383,825120256414846976,1257,0
384,823581115634085888,2632,13076
385,813202720496779264,1834,9330
386,819952236453363712,1181,5361
387,821813639212650496,3374,0
388,824025158776213504,603,4840
389,813130366689148928,452,4515
390,815966073409433600,8533,22623
391,819015331746349057,19091,0
392,823333489516937216,25,702
393,813142292504645637,2411,8564
394,819711362133872643,3132,13449
395,821765923262631936,1667,8452
396,813187593374461952,4408,20085
397,821421320206483457,5620,0
398,816014286006976512,5315,0
399,815390420867969024,3837,10452
400,813157409116065792,2234,7857
401,817908911860748288,810,4895
402,814578408554463233,5904,0
403,820013781606658049,1181,0
404,819227688460238848,6774,23221
405,817415592588222464,955,5645
406,817120970343411712,2621,12323
407,817056546584727552,1657,8667
408,824663926340194305,1781,10561
409,816829038950027264,4755,0
410,814530161257443328,1883,8735
411,821044531881721856,2298,12736
412,818259473185828864,2285,11104
413,818627210458333184,7592,22578
414,820837357901512704,6774,0
415,817502432452313088,3420,0
416,823719002937630720,11234,0
417,819004803107983360,37127,87515
418,818646164899774465,21156,0
419,821149554670182400,1992,8685
420,822489057087389700,6431,18249
421,822462944365645825,14381,28157
422,813944609378369540,3221,0
423,819015337530290176,37127,0
424,820078625395449857,6329,19938
425,815639385530101762,1669,8311
426,816697700272001025,2213,9877
427,816450570814898180,8158,30680
428,817423860136083457,14829,34112
429,822872901745569793,43431,132147
430,821153421864615936,10,256
431,819924195358416896,4915,12992
432,822244816520155136,9924,35106
433,818588835076603904,6195,0
434,814153002265309185,8770,29038
435,821522889702862852,1767,8071
436,813217897535406080,7371,18826
437,819588359383371776,2003,9706
438,814638523311648768,2726,11381
439,819238181065359361,410,2280
440,822163064745328640,4789,0
441,822975315408461824,3465,17401
442,818145370475810820,2593,12365
443,817827839487737858,27295,52047
444,821107785811234820,2146,9655
445,819347104292290561,1215,7261
446,823939628516474880,2716,10659
447,817171292965273600,2042,8838
448,821886076407029760,2319,11371
449,816336735214911488,1960,8680
450,817181837579653120,8533,0
451,813172488309972993,1949,9367
452,818536468981415936,2476,10982
453,814986499976527872,1289,7733
454,816091915477250048,2167,9016
455,820314633777061888,568,3368
456,820494788566847489,568,0
457,815990720817401858,1030,4994
458,818307523543449600,8158,0
459,821407182352777218,4355,11823
460,823699002998870016,2532,14041
461,813910438903693312,1885,9386
462,824775126675836928,3526,14953
463,818614493328580609,2583,9924
464,816816676327063552,2062,10097
465,816062466425819140,1030,0
466,823322678127919110,4038,15791
467,817536400337801217,2989,11860
468,815736392542261248,2281,9936
469,820749716845686786,9946,31725
470,823269594223824897,9924,0
471,819006400881917954,19091,45601
472,817777686764523521,2716,10836
473,822859134160621569,2286,13318
474,813800681631023104,1783,8398
475,815745968457060357,4172,0
476,813127251579564032,3169,11969
477,820690176645140481,3250,12276
478,822610361945911296,2969,14878
479,824297048279236611,3873,15114
480,820446719150292993,2583,0
481,813812741911748608,14135,36764
482,824325613288833024,10559,11879
483,822647212903690241,6431,0
484,805932879469572096,1951,8395
485,803380650405482500,1894,7878
486,807106840509214720,56161,119731
487,799063482566066176,2502,8172
488,801115127852503040,2129,8183
489,812709060537683968,1448,6683
490,811627233043480576,3119,12909
491,800751577355128832,2837,10703
492,805487436403003392,2556,8903
493,804475857670639616,2038,6210
494,802265048156610565,1398,6850
495,811744202451197953,1621,7635
496,809084759137812480,3576,13403
497,813096984823349248,3665,10684
498,813081950185472002,2813,9999
499,799774291445383169,4762,0
500,805207613751304193,1745,7934
501,805520635690676224,1680,5828
502,798701998996647937,7906,0
503,802185808107208704,276,0
504,807059379405148160,7456,0
505,806542213899489280,2389,10351
506,809448704142938112,1484,7021
507,800855607700029440,1634,0
508,808838249661788160,3082,10245
509,805958939288408065,5444,0
510,804413760345620481,3280,0
511,807010152071229440,3919,13252
512,811985624773361665,1421,7347
513,809808892968534016,4955,0
514,798933969379225600,4533,13266
515,806629075125202948,35111,75630
516,800513324630806528,3034,13285
517,802952499103731712,2037,9142
518,801167903437357056,6018,24771
519,807621403335917568,3673,14771
520,803773340896923648,2782,10189
521,802323869084381190,5916,16427
522,812372279581671427,3705,13807
523,806620845233815552,5611,0
524,804026241225523202,16389,45035
525,810896069567610880,1795,9123
526,812466873996607488,1953,8051
527,812781120811126785,1924,7657
528,806242860592926720,11795,0
529,799757965289017345,2201,8499
530,808001312164028416,3587,12679
531,798705661114773508,6744,0
532,805823200554876929,8144,0
533,801854953262350336,240,1802
534,808344865868283904,21156,43094
535,800859414831898624,98,694
536,800459316964663297,2201,9635
537,801285448605831168,834,6132
538,802624713319034886,2956,0
539,800388270626521089,2851,11299
540,798682547630837760,4792,0
541,798925684722855936,1463,7600
542,808134635716833280,6018,0
543,811647686436880384,751,5677
544,800188575492947969,4006,0
545,811386762094317568,6466,21171
546,803276597545603072,2491,10161
547,798694562394996736,5039,0
548,810984652412424192,1457,5398
549,812503143955202048,1235,6148
550,804738756058218496,3865,13879
551,809920764300447744,3993,15722
552,801127390143516673,4005,0
553,808106460588765185,2231,8909
554,802239329049477120,2662,9194
555,801538201127157760,2103,8335
556,803692223237865472,7539,0
557,800443802682937345,4384,0
558,813051746834595840,7454,21205
559,802572683846291456,2549,9050
560,798686750113755136,2371,0
561,800141422401830912,2583,15481
562,802600418706604034,1489,7198
563,806219024703037440,1213,6519
564,808733504066486276,2193,8001
565,810284430598270976,11448,35672
566,810254108431155201,3420,14878
567,809220051211603969,5674,20167
568,801958328846974976,1742,7858
569,813066809284972545,1978,8036
570,798697898615730177,6622,0
571,805826884734976000,1857,6648
572,799308762079035393,5549,0
573,813112105746448384,2777,10412
574,800018252395122689,13365,28739
575,806576416489959424,1975,4957
576,803638050916102144,4203,11088
577,808501579447930884,2639,11456
578,803321560782307329,5403,0
579,799422933579902976,1957,8172
580,810657578271330305,2683,11093
581,799297110730567681,2803,10028
582,794926597468000259,2336,10366
583,794983741416415232,3421,0
584,789280767834746880,5011,0
585,798209839306514432,2607,10557
586,796759840936919040,3075,11998
587,788070120937619456,3471,0
588,797545162159308800,4943,14734
589,787322443945877504,1762,7870
590,792050063153438720,1828,7245
591,788765914992902144,10450,27659
592,798665375516884993,3971,0
593,787717603741622272,2812,10385
594,791312159183634433,2572,8903
595,788039637453406209,1339,6202
596,798585098161549313,5789,0
597,793210959003287553,2837,9042
598,786729988674449408,2451,0
599,792773781206999040,1699,7444
600,798340744599797760,3394,0
601,796387464403357696,4210,11143
602,791784077045166082,9719,0
603,793195938047070209,5709,15479
604,796484825502875648,1783,7675
605,796116448414461957,2452,9219
606,789903600034189313,4191,10477
607,791821351946420224,21393,0
608,792883833364439040,4331,11453
609,789599242079838210,1954,6856
610,793845145112371200,1896,9351
611,796904159865868288,9063,0
612,796031486298386433,3764,10948
613,795076730285391872,5508,16404
614,798673117451325440,5630,0
615,790723298204217344,2345,0
616,786363235746385920,3548,11011
617,791780927877898241,3877,0
618,787111942498508800,6836,0
619,793120401413079041,3978,12827
620,787397959788929025,2879,11022
621,794355576146903043,10450,0
622,798644042770751489,1881,0
623,791406955684368384,4172,13310
624,789986466051088384,2345,9383
625,794205286408003585,3373,9341
626,787810552592695296,3088,8731
627,793614319594401792,3182,0
628,791774931465953280,22494,45697
629,790946055508652032,4755,16858
630,789314372632018944,2323,8765
631,789960241177853952,4175,0
632,788150585577050112,1303,6197
633,791026214425268224,4163,0
634,786595970293370880,3157,9551
635,789628658055020548,1792,7595
636,792394556390137856,4351,13624
637,789268448748703744,2638,9225
638,796177847564038144,14475,0
639,790698755171364864,1952,8329
640,794332329137291264,2719,9707
641,786963064373534720,8072,26935
642,791672322847637504,3182,11900
643,793180763617361921,2030,7020
644,789530877013393408,3421,11875
645,795400264262053889,2919,10191
646,788908386943430656,12643,27761
647,793226087023144960,2915,9961
648,788412144018661376,5336,15734
649,790337589677002753,1909,7933
650,797165961484890113,26,227
651,793256262322548741,8467,20226
652,792913359805018113,4037,14526
653,790581949425475584,7248,20904
654,793135492858580992,2535,6511
655,790987426131050500,2167,9950
656,793241302385262592,3347,10638
657,788178268662984705,2122,7311
658,796865951799083009,1950,7799
659,796149749086875649,14475,32656
660,786664955043049472,2589,10720
661,793165685325201412,2830,9527
662,797236660651966464,6682,20225
663,790227638568808452,3619,0
664,797971864723324932,3156,11744
665,796080075804475393,2344,8577
666,795464331001561088,23976,50230
667,793286476301799424,9293,24909
668,798628517273620480,2008,0
669,789137962068021249,2831,9841
670,790277117346975746,3221,12728
671,793962221541933056,4955,17027
672,796125600683540480,1834,5026
673,793271401113350145,2427,8813
674,786709082849828864,6190,18438
675,793601777308463104,1649,8091
676,793500921481273345,2411,10800
677,798576900688019456,5935,0
678,793150605191548928,1723,6258
679,786286427768250368,2879,8063
680,788552643979468800,7271,0
681,796563435802726400,7386,0
682,776088319444877312,151,1854
683,784057939640352768,11234,30048
684,778748913645780993,1322,6941
685,775733305207554048,4005,13940
686,777684233540206592,2956,11290
687,780476555013349377,114,0
688,775085132600442880,4762,15624
689,775898661951791106,16614,0
690,776249906839351296,9181,0
691,777641927919427584,4253,0
692,778764940568104960,365,873
693,782021823840026624,6261,0
694,776477788987613185,2799,8869
695,776813020089548800,1213,4916
696,785927819176054784,3228,11508
697,781163403222056960,2768,9893
698,773704687002451968,1636,6633
699,785872687017132033,1833,6772
700,774639387460112384,1741,6765
701,786051337297522688,156,1440
702,772877495989305348,3890,8603
703,776218204058357768,15962,30058
704,783347506784731136,5603,0
705,781524693396357120,5611,20907
706,778383385161035776,1109,5883
707,774757898236878852,1793,8639
708,783085703974514689,2226,8221
709,773922284943896577,1755,6430
710,784517518371221505,2563,9060
711,780800785462489090,1313,5528
712,785170936622350336,4885,12161
713,779056095788752897,4570,14863
714,778650543019483137,1509,5811
715,773191612633579521,4152,10040
716,777189768882946048,4328,14360
717,773670353721753600,1314,5375
718,780092040432480260,2313,0
719,780192070812196864,2254,8780
720,776819012571455488,13766,0
721,784431430411685888,1284,5765
722,778774459159379968,9964,0
723,779834332596887552,7093,19047
724,785515384317313025,1277,6185
725,786036967502913536,7093,0
726,776201521193218049,2533,9669
727,785264754247995392,1653,7330
728,779377524342161408,3132,8863
729,780074436359819264,5012,12278
730,780496263422808064,3722,0
731,777885040357281792,1637,6379
732,780931614150983680,7386,21800
733,783839966405230592,10890,30325
734,782598640137187329,1891,7867
735,778990705243029504,7249,20105
736,783695101801398276,3250,10568
737,785533386513321988,2019,9223
738,784826020293709826,3280,10209
739,773308824254029826,7501,23400
740,778408200802557953,4356,13708
741,781661882474196992,2739,10512
742,783334639985389568,11795,29433
743,786233965241827333,4789,15423
744,782722598790725632,5444,17415
745,777621514455814149,2515,8794
746,785639753186217984,2263,7927
747,778624900596654080,1016,4667
748,781655249211752448,1141,4026
749,782747134529531904,1423,7541
750,782969140009107456,7456,24343
751,773247561583001600,3266,9508
752,777953400541634568,3551,0
753,778286810187399168,3316,10440
754,781308096455073793,2574,7191
755,775364825476165632,2989,7440
756,779124354206535695,18424,0
757,773985732834758656,3879,10774
758,773336787167145985,5108,0
759,781955203444699136,3404,11221
760,778396591732486144,12313,0
761,780543529827336192,1753,6356
762,775729183532220416,4622,13063
763,783391753726550016,5537,17043
764,775842724423557120,2669,11768
765,775350846108426240,3927,10216
766,781251288990355457,2095,8513
767,778027034220126208,1624,6588
768,784183165795655680,8144,20276
769,783821107061198850,1996,7424
770,782305867769217024,5620,16793
771,778039087836069888,2663,8560
772,780459368902959104,1085,5343
773,774314403806253056,5549,21873
774,780601303617732608,3374,12209
775,773547596996571136,6195,22199
776,772826264096874500,2358,8099
777,783466772167098368,2273,8541
778,776113305656188928,4384,11831
779,780858289093574656,2031,7239
780,768970937022709760,6527,14388
781,759943073749200896,2080,5939
782,772102971039580160,946,4013
783,759447681597108224,2451,8486
784,772193107915964416,1396,6067
785,764857477905154048,1777,6453
786,763837565564780549,4163,12590
787,760290219849637889,11484,26761
788,770772759874076672,1419,5187
789,771500966810099713,2621,8288
790,766793450729734144,1357,5081
791,767122157629476866,2861,10188
792,759159934323924993,1153,0
793,768609597686943744,1205,4136
794,768855141948723200,891,4209
795,766069199026450432,853,4232
796,772581559778025472,1702,6531
797,766423258543644672,1591,6010
798,759446261539934208,486,1674
799,762464539388485633,4175,10304
800,768554158521745409,5860,0
801,761599872357261312,1191,4123
802,770093767776997377,3061,0
803,760190180481531904,1802,5700
804,765669560888528897,1223,5195
805,772615324260794368,3393,0
806,765222098633691136,3393,11633
807,772117678702071809,743,3795
808,760656994973933572,1906,6584
809,759923798737051648,5637,14658
810,758828659922702336,3821,11207
811,770069151037685760,2307,7621
812,771770456517009408,3394,12048
813,763103485927849985,2296,7367
814,767754930266464257,5403,16039
815,761976711479193600,2006,5405
816,771136648247640064,2933,9186
817,767884188863397888,1385,4755
818,761672994376806400,29098,49481
819,766078092750233600,2628,0
820,760521673607086080,1384,4221
821,762035686371364864,15547,31860
822,761227390836215808,1563,5323
823,760641137271070720,1294,4979
824,761750502866649088,3918,0
825,768909767477751808,2678,0
826,769695466921623552,1688,6435
827,761745352076779520,863,4275
828,759047813560868866,2006,6477
829,771014301343748096,1665,6888
830,772152991789019136,1134,3818
831,760539183865880579,3616,7561
832,766714921925144576,378,2620
833,766693177336135680,796,4023
834,766313316352462849,1890,6811
835,764259802650378240,1500,6028
836,763183847194451968,1470,5386
837,771908950375665664,1914,6609
838,766864461642756096,5637,0
839,761334018830917632,1450,5194
840,767500508068192258,2341,7518
841,770787852854652928,1203,4939
842,772114945936949249,470,2743
843,763167063695355904,3020,0
844,762471784394268675,6410,11232
845,760153949710192640,31,0
846,768473857036525572,3439,13658
847,770414278348247044,2104,6343
848,768193404517830656,3551,10895
849,765719909049503744,2156,7243
850,759846353224826880,1966,6729
851,761004547850530816,3471,11323
852,759557299618865152,1181,4691
853,762316489655476224,1124,4806
854,771171053431250945,7489,0
855,769335591808995329,7752,0
856,769212283578875904,1727,5406
857,759099523532779520,4162,14488
858,771102124360998913,1449,6259
859,770293558247038976,1480,6259
860,758854675097526272,893,3546
861,760252756032651264,867,3945
862,762699858130116608,3619,12142
863,768596291618299904,1287,5051
864,765371061932261376,2166,7073
865,770655142660169732,1773,7356
866,771380798096281600,5108,10517
867,767191397493538821,3769,12338
868,765395769549590528,3388,26647
869,759197388317847553,1943,6073
870,760893934457552897,977,3818
871,761292947749015552,1086,4489
872,763956972077010945,54,760
873,766008592277377025,497,3749
874,761371037149827077,18057,0
875,769940425801170949,9599,31429
876,759793422261743616,1906,5954
877,750071704093859840,3314,7797
878,749317047558017024,2219,5476
879,752334515931054080,1089,3805
880,748692773788876800,1321,4228
881,748705597323898880,943,2773
882,753039830821511168,20778,36991
883,758355060040593408,1066,3393
884,750381685133418496,27,693
885,748220828303695873,7722,14046
886,751538714308972544,1256,5016
887,754747087846248448,517,2585
888,753420520834629632,3556,7882
889,757597904299253760,299,0
890,751132876104687617,1292,5049
891,751598357617971201,3025,7894
892,756303284449767430,1089,3924
893,748575535303884801,1959,6033
894,753375668877008896,2313,7620
895,748699167502000129,1572,4722
896,752309394570878976,16176,0
897,748337862848962560,4071,7582
898,752932432744185856,6836,12587
899,750506206503038976,1136,4425
900,757354760399941633,1415,4513
901,750101899009982464,835,3034
902,750086836815486976,528,2161
903,750868782890057730,1352,4770
904,750041628174217216,610,3166
905,753026973505581056,961,3914
906,752660715232722944,1549,4371
907,748977405889503236,3374,10711
908,750117059602808832,1301,4316
909,748932637671223296,2227,5783
910,748568946752774144,665,2188
911,756526248105566208,3566,10390
912,757725642876129280,1208,4538
913,751205363882532864,1802,6299
914,750011400160841729,904,3235
915,754856583969079297,2507,6884
916,758099635764359168,9964,19025
917,749395845976588288,3414,8517
918,755206590534418437,5347,16397
919,752519690950500352,3426,7352
920,751830394383790080,1935,5793
921,750383411068534784,1145,4539
922,748346686624440324,1221,5196
923,758474966123810816,998,3797
924,758740312047005698,1611,5728
925,754449512966619136,729,3746
926,750719632563142656,5011,13124
927,751793661361422336,2885,5805
928,752173152931807232,1829,5953
929,755955933503782912,2868,7306
930,749403093750648834,530,2608
931,749417653287129088,1630,6086
932,757400162377592832,6838,15107
933,756651752796094464,1298,5038
934,754874841593970688,7880,0
935,753398408988139520,1893,5743
936,756288534030475264,17660,43884
937,749981277374128128,2449,5098
938,751583847268179968,1095,4377
939,750147208377409536,955,3091
940,757596066325864448,1052,4325
941,750026558547456000,787,2711
942,754482103782404096,1948,5278
943,755110668769038337,11044,21140
944,749064354620928000,1509,4782
945,758405701903519748,1906,5209
